"","vroot","click","user"
"33234",1002,1,"38752"
"33235",1004,1,"38752"
"33236",1034,1,"38752"
"33238",1015,1,"38767"
"33239",1016,1,"38767"
"33240",1020,1,"38767"
"33241",1017,1,"38767"
"33242",1018,1,"38767"
"33243",1008,1,"38767"
"33244",1136,1,"38767"
"33245",1135,1,"38767"
"33246",1011,1,"38767"
"33247",1052,1,"38767"
"33248",1060,1,"38767"
"33249",1001,1,"38767"
"33250",1003,1,"38767"
"33251",1184,1,"38767"
"33253",1008,1,"38778"
"33254",1035,1,"38778"
"33255",1198,1,"38778"
"33256",1009,1,"38778"
"33257",1018,1,"38778"
"33258",1075,1,"38778"
"33260",1085,1,"38794"
"33261",1030,1,"38794"
"33262",1017,1,"38794"
"33263",1001,1,"38794"
"33264",1004,1,"38794"
"33265",1018,1,"38794"
"33267",1127,1,"38798"
"33268",1037,1,"38798"
"33269",1009,1,"38798"
"33270",1017,1,"38798"
"33271",1018,1,"38798"
"33272",1156,1,"38798"
"33274",1008,1,"38804"
"33275",1038,1,"38804"
"33276",1183,1,"38804"
"33277",1026,1,"38804"
"33278",1017,1,"38804"
"33279",1032,1,"38804"
"33280",1004,1,"38804"
"33281",1048,1,"38804"
"33282",1018,1,"38804"
"33284",1081,1,"38812"
"33285",1124,1,"38812"
"33286",1062,1,"38812"
"33287",1082,1,"38812"
"33288",1011,1,"38812"
"33289",1017,1,"38812"
"33290",1040,1,"38812"
"33292",1035,1,"38820"
"33293",1008,1,"38820"
"33294",1037,1,"38820"
"33295",1009,1,"38820"
"33296",1001,1,"38820"
"33297",1018,1,"38820"
"33299",1018,1,"38851"
"33300",1035,1,"38851"
"33301",1008,1,"38851"
"33302",1037,1,"38851"
"33303",1009,1,"38851"
"33304",1003,1,"38851"
"33305",1001,1,"38851"
"33306",1034,1,"38851"
"33307",1167,1,"38851"
"33309",1035,1,"38870"
"33310",1008,1,"38870"
"33311",1009,1,"38870"
"33312",1003,1,"38870"
"33313",1001,1,"38870"
"33314",1004,1,"38870"
"33315",1018,1,"38870"
"33316",1033,1,"38870"
"33317",1034,1,"38870"
"33318",1002,1,"38870"
"33320",1127,1,"38882"
"33321",1035,1,"38882"
"33322",1025,1,"38882"
"33323",1008,1,"38882"
"33324",1037,1,"38882"
"33325",1046,1,"38882"
"33326",1009,1,"38882"
"33327",1006,1,"38882"
"33328",1034,1,"38882"
"33329",1018,1,"38882"
"33330",1156,1,"38882"
"33332",1024,1,"38886"
"33333",1067,1,"38886"
"33334",1009,1,"38886"
"33335",1039,1,"38886"
"33336",1034,1,"38886"
"33337",1130,1,"38886"
"33338",1020,1,"38886"
"33339",1069,1,"38886"
"33340",1070,1,"38886"
"33341",1004,1,"38886"
"33342",1008,1,"38886"
"33343",1010,1,"38886"
"33344",1142,1,"38886"
"33345",1038,1,"38886"
"33346",1026,1,"38886"
"33347",1041,1,"38886"
"33348",1001,1,"38886"
"33349",1053,1,"38886"
"33351",1085,1,"38887"
"33352",1035,1,"38887"
"33353",1046,1,"38887"
"33354",1001,1,"38887"
"33355",1003,1,"38887"
"33356",1018,1,"38887"
"33358",1008,1,"38888"
"33359",1065,1,"38888"
"33360",1038,1,"38888"
"33361",1026,1,"38888"
"33362",1053,1,"38888"
"33363",1042,1,"38888"
"33365",1000,1,"38897"
"33366",1017,1,"38897"
"33367",1168,1,"38897"
"33368",1001,1,"38897"
"33369",1042,1,"38897"
"33370",1004,1,"38897"
"33372",1009,1,"38900"
"33373",1039,1,"38900"
"33374",1017,1,"38900"
"33375",1059,1,"38900"
"33376",1067,1,"38900"
"33377",1004,1,"38900"
"33379",1008,1,"38909"
"33380",1035,1,"38909"
"33381",1009,1,"38909"
"33382",1003,1,"38909"
"33383",1001,1,"38909"
"33384",1018,1,"38909"
"33385",1004,1,"38909"
"33387",1008,1,"38940"
"33388",1035,1,"38940"
"33389",1037,1,"38940"
"33390",1009,1,"38940"
"33391",1017,1,"38940"
"33392",1034,1,"38940"
"33393",1018,1,"38940"
"33395",1017,1,"38942"
"33396",1215,1,"38942"
"33397",1004,1,"38942"
"33398",1057,1,"38942"
"33399",1019,1,"38942"
"33400",1074,1,"38942"
"33401",1036,1,"38942"
"33402",1040,1,"38942"
"33403",1034,1,"38942"
"33405",1035,1,"38948"
"33406",1130,1,"38948"
"33407",1009,1,"38948"
"33408",1001,1,"38948"
"33409",1018,1,"38948"
"33410",1004,1,"38948"
"33412",1008,1,"38950"
"33413",1027,1,"38950"
"33414",1126,1,"38950"
"33415",1038,1,"38950"
"33416",1125,1,"38950"
"33417",1026,1,"38950"
"33418",1072,1,"38950"
"33420",1171,1,"38953"
"33421",1004,1,"38953"
"33422",1018,1,"38953"
"33423",1030,1,"38953"
"33424",1295,1,"38953"
"33425",1100,1,"38953"
"33426",1026,1,"38953"
"33427",1134,1,"38953"
"33428",1080,1,"38953"
"33430",1008,1,"38972"
"33431",1030,1,"38972"
"33432",1171,1,"38972"
"33433",1150,1,"38972"
"33434",1134,1,"38972"
"33435",1004,1,"38972"
"33436",1018,1,"38972"
"33438",1008,1,"38976"
"33439",1192,1,"38976"
"33440",1049,1,"38976"
"33441",1001,1,"38976"
"33442",1034,1,"38976"
"33443",1053,1,"38976"
"33444",1042,1,"38976"
"33445",1018,1,"38976"
"33447",1008,1,"38981"
"33448",1212,1,"38981"
"33449",1295,1,"38981"
"33450",1040,1,"38981"
"33451",1031,1,"38981"
"33452",1155,1,"38981"
"33453",1017,1,"38981"
"33454",1075,1,"38981"
"33455",1018,1,"38981"
"33457",1010,1,"38983"
"33458",1008,1,"38983"
"33459",1016,1,"38983"
"33460",1082,1,"38983"
"33461",1017,1,"38983"
"33462",1003,1,"38983"
"33463",1018,1,"38983"
"33465",1008,1,"38991"
"33466",1025,1,"38991"
"33467",1017,1,"38991"
"33468",1052,1,"38991"
"33469",1001,1,"38991"
"33470",1075,1,"38991"
"33471",1034,1,"38991"
"33472",1018,1,"38991"
"33473",1004,1,"38991"
"33475",1017,1,"38993"
"33476",1004,1,"38993"
"33477",1018,1,"38993"
"33478",1036,1,"38993"
"33479",1035,1,"38993"
"33480",1008,1,"38993"
"33481",1009,1,"38993"
"33482",1040,1,"38993"
"33483",1001,1,"38993"
"33484",1003,1,"38993"
"33485",1034,1,"38993"
"33487",1008,1,"38994"
"33488",1009,1,"38994"
"33489",1040,1,"38994"
"33490",1001,1,"38994"
"33491",1024,1,"38994"
"33492",1014,1,"38994"
"33493",1004,1,"38994"
"33495",1030,1,"38995"
"33496",1009,1,"38995"
"33497",1017,1,"38995"
"33498",1053,1,"38995"
"33499",1004,1,"38995"
"33500",1074,1,"38995"
"33502",1008,1,"38998"
"33503",1027,1,"38998"
"33504",1295,1,"38998"
"33505",1026,1,"38998"
"33506",1155,1,"38998"
"33507",1034,1,"38998"
"33508",1075,1,"38998"
"33510",1008,1,"39006"
"33511",1009,1,"39006"
"33512",1017,1,"39006"
"33513",1001,1,"39006"
"33514",1003,1,"39006"
"33515",1004,1,"39006"
"33516",1074,1,"39006"
"33518",1035,1,"39014"
"33519",1008,1,"39014"
"33520",1037,1,"39014"
"33521",1009,1,"39014"
"33522",1017,1,"39014"
"33523",1041,1,"39014"
"33524",1034,1,"39014"
"33525",1018,1,"39014"
"33527",1216,1,"39020"
"33528",1020,1,"39020"
"33529",1096,1,"39020"
"33530",1042,1,"39020"
"33531",1021,1,"39020"
"33532",1044,1,"39020"
"33533",1176,1,"39020"
"33535",1008,1,"39033"
"33536",1055,1,"39033"
"33537",1009,1,"39033"
"33538",1295,1,"39033"
"33539",1048,1,"39033"
"33540",1018,1,"39033"
"33542",1035,1,"39034"
"33543",1205,1,"39034"
"33544",1001,1,"39034"
"33545",1003,1,"39034"
"33546",1002,1,"39034"
"33547",1018,1,"39034"
"33549",1025,1,"39036"
"33550",1015,1,"39036"
"33551",1016,1,"39036"
"33552",1018,1,"39036"
"33553",1008,1,"39036"
"33554",1027,1,"39036"
"33555",1060,1,"39036"
"33556",1052,1,"39036"
"33557",1026,1,"39036"
"33558",1041,1,"39036"
"33560",1025,1,"39045"
"33561",1000,1,"39045"
"33562",1026,1,"39045"
"33563",1052,1,"39045"
"33564",1041,1,"39045"
"33565",1042,1,"39045"
"33566",1014,1,"39045"
"33567",1018,1,"39045"
"33569",1015,1,"39054"
"33570",1062,1,"39054"
"33571",1058,1,"39054"
"33572",1017,1,"39054"
"33573",1040,1,"39054"
"33574",1052,1,"39054"
"33575",1060,1,"39054"
"33576",1048,1,"39054"
"33578",1020,1,"39061"
"33579",1009,1,"39061"
"33580",1004,1,"39061"
"33581",1074,1,"39061"
"33582",1021,1,"39061"
"33583",1028,1,"39061"
"33585",1011,1,"39066"
"33586",1295,1,"39066"
"33587",1040,1,"39066"
"33588",1003,1,"39066"
"33589",1032,1,"39066"
"33590",1075,1,"39066"
"33591",1017,1,"39066"
"33592",1155,1,"39066"
"33593",1004,1,"39066"
"33594",1014,1,"39066"
"33595",1018,1,"39066"
"33596",1000,1,"39066"
"33597",1038,1,"39066"
"33598",1186,1,"39066"
"33599",1026,1,"39066"
"33600",1052,1,"39066"
"33602",1030,1,"39072"
"33603",1017,1,"39072"
"33604",1003,1,"39072"
"33605",1001,1,"39072"
"33606",1018,1,"39072"
"33607",1078,1,"39072"
"33609",1015,1,"39073"
"33610",1016,1,"39073"
"33611",1058,1,"39073"
"33612",1017,1,"39073"
"33613",1004,1,"39073"
"33614",1008,1,"39073"
"33615",1056,1,"39073"
"33616",1009,1,"39073"
"33617",1031,1,"39073"
"33618",1032,1,"39073"
"33620",1008,1,"39085"
"33621",1087,1,"39085"
"33622",1038,1,"39085"
"33623",1026,1,"39085"
"33624",1034,1,"39085"
"33625",1018,1,"39085"
"33626",1053,1,"39085"
"33627",1156,1,"39085"
"33629",1056,1,"39086"
"33630",1100,1,"39086"
"33631",1017,1,"39086"
"33632",1032,1,"39086"
"33633",1134,1,"39086"
"33634",1034,1,"39086"
"33636",1000,1,"39089"
"33637",1089,1,"39089"
"33638",1017,1,"39089"
"33639",1040,1,"39089"
"33640",1014,1,"39089"
"33641",1019,1,"39089"
"33642",1057,1,"39089"
"33644",1064,1,"39090"
"33645",1017,1,"39090"
"33646",1008,1,"39090"
"33647",1046,1,"39090"
"33648",1026,1,"39090"
"33649",1032,1,"39090"
"33650",1003,1,"39090"
"33651",1001,1,"39090"
"33652",1002,1,"39090"
"33653",1034,1,"39090"
"33654",1042,1,"39090"
"33656",1008,1,"39092"
"33657",1035,1,"39092"
"33658",1009,1,"39092"
"33659",1003,1,"39092"
"33660",1018,1,"39092"
"33661",1002,1,"39092"
"33663",1133,1,"39100"
"33664",1076,1,"39100"
"33665",1049,1,"39100"
"33666",1024,1,"39100"
"33667",1018,1,"39100"
"33668",1067,1,"39100"
"33669",1078,1,"39100"
"33670",1074,1,"39100"
"33671",1162,1,"39100"
"33672",1030,1,"39100"
"33673",1009,1,"39100"
"33674",1150,1,"39100"
"33675",1039,1,"39100"
"33676",1001,1,"39100"
"33678",1008,1,"39115"
"33679",1100,1,"39115"
"33680",1017,1,"39115"
"33681",1067,1,"39115"
"33682",1034,1,"39115"
"33683",1004,1,"39115"
"33685",1008,1,"39129"
"33686",1025,1,"39129"
"33687",1052,1,"39129"
"33688",1060,1,"39129"
"33689",1018,1,"39129"
"33690",1043,1,"39129"
"33691",1057,1,"39129"
"33693",1130,1,"39131"
"33694",1065,1,"39131"
"33695",1076,1,"39131"
"33696",1004,1,"39131"
"33697",1018,1,"39131"
"33698",1008,1,"39131"
"33699",1295,1,"39131"
"33700",1009,1,"39131"
"33701",1038,1,"39131"
"33702",1026,1,"39131"
"33703",1003,1,"39131"
"33704",1053,1,"39131"
"33705",1034,1,"39131"
"33707",1037,1,"39137"
"33708",1009,1,"39137"
"33709",1058,1,"39137"
"33710",1017,1,"39137"
"33711",1001,1,"39137"
"33712",1018,1,"39137"
"33713",1034,1,"39137"
"33715",1008,1,"39139"
"33716",1046,1,"39139"
"33717",1006,1,"39139"
"33718",1001,1,"39139"
"33719",1034,1,"39139"
"33720",1004,1,"39139"
"33722",1016,1,"39146"
"33723",1038,1,"39146"
"33724",1026,1,"39146"
"33725",1040,1,"39146"
"33726",1052,1,"39146"
"33727",1031,1,"39146"
"33728",1014,1,"39146"
"33730",1081,1,"39152"
"33731",1020,1,"39152"
"33732",1003,1,"39152"
"33733",1001,1,"39152"
"33734",1004,1,"39152"
"33735",1083,1,"39152"
"33737",1025,1,"39154"
"33738",1008,1,"39154"
"33739",1064,1,"39154"
"33740",1022,1,"39154"
"33741",1070,1,"39154"
"33742",1026,1,"39154"
"33743",1004,1,"39154"
"33744",1034,1,"39154"
"33746",1008,1,"39168"
"33747",1009,1,"39168"
"33748",1026,1,"39168"
"33749",1017,1,"39168"
"33750",1041,1,"39168"
"33751",1034,1,"39168"
"33752",1004,1,"39168"
"33754",1130,1,"39182"
"33755",1000,1,"39182"
"33756",1008,1,"39182"
"33757",1020,1,"39182"
"33758",1054,1,"39182"
"33759",1099,1,"39182"
"33760",1134,1,"39182"
"33761",1014,1,"39182"
"33762",1053,1,"39182"
"33764",1017,1,"39247"
"33765",1004,1,"39247"
"33766",1014,1,"39247"
"33767",1000,1,"39247"
"33768",1060,1,"39247"
"33769",1052,1,"39247"
"33770",1031,1,"39247"
"33771",1003,1,"39247"
"33772",1034,1,"39247"
"33774",1035,1,"39250"
"33775",1009,1,"39250"
"33776",1001,1,"39250"
"33777",1003,1,"39250"
"33778",1018,1,"39250"
"33779",1004,1,"39250"
"33781",1008,1,"39252"
"33782",1098,1,"39252"
"33783",1020,1,"39252"
"33784",1065,1,"39252"
"33785",1157,1,"39252"
"33786",1018,1,"39252"
"33788",1036,1,"39255"
"33789",1008,1,"39255"
"33790",1009,1,"39255"
"33791",1052,1,"39255"
"33792",1040,1,"39255"
"33793",1014,1,"39255"
"33795",1008,1,"39268"
"33796",1037,1,"39268"
"33797",1017,1,"39268"
"33798",1007,1,"39268"
"33799",1070,1,"39268"
"33800",1032,1,"39268"
"33801",1034,1,"39268"
"33803",1081,1,"39279"
"33804",1020,1,"39279"
"33805",1082,1,"39279"
"33806",1011,1,"39279"
"33807",1004,1,"39279"
"33808",1018,1,"39279"
"33810",1008,1,"39281"
"33811",1064,1,"39281"
"33812",1070,1,"39281"
"33813",1026,1,"39281"
"33814",1017,1,"39281"
"33815",1001,1,"39281"
"33816",1034,1,"39281"
"33818",1030,1,"39287"
"33819",1009,1,"39287"
"33820",1038,1,"39287"
"33821",1026,1,"39287"
"33822",1017,1,"39287"
"33823",1024,1,"39287"
"33824",1001,1,"39287"
"33826",1035,1,"39292"
"33827",1022,1,"39292"
"33828",1009,1,"39292"
"33829",1003,1,"39292"
"33830",1001,1,"39292"
"33831",1018,1,"39292"
"33832",1004,1,"39292"
"33834",1124,1,"39311"
"33835",1018,1,"39311"
"33836",1035,1,"39311"
"33837",1008,1,"39311"
"33838",1037,1,"39311"
"33839",1009,1,"39311"
"33840",1003,1,"39311"
"33841",1001,1,"39311"
"33843",1008,1,"39316"
"33844",1060,1,"39316"
"33845",1052,1,"39316"
"33846",1061,1,"39316"
"33847",1018,1,"39316"
"33848",1034,1,"39316"
"33850",1035,1,"39333"
"33851",1008,1,"39333"
"33852",1037,1,"39333"
"33853",1136,1,"39333"
"33854",1009,1,"39333"
"33855",1002,1,"39333"
"33856",1018,1,"39333"
"33858",1008,1,"39335"
"33859",1027,1,"39335"
"33860",1009,1,"39335"
"33861",1026,1,"39335"
"33862",1070,1,"39335"
"33863",1041,1,"39335"
"33865",1017,1,"39337"
"33866",1004,1,"39337"
"33867",1018,1,"39337"
"33868",1008,1,"39337"
"33869",1027,1,"39337"
"33870",1046,1,"39337"
"33871",1003,1,"39337"
"33872",1068,1,"39337"
"33873",1041,1,"39337"
"33874",1001,1,"39337"
"33875",1034,1,"39337"
"33877",1119,1,"39349"
"33878",1008,1,"39349"
"33879",1062,1,"39349"
"33880",1017,1,"39349"
"33881",1040,1,"39349"
"33882",1034,1,"39349"
"33884",1025,1,"39362"
"33885",1026,1,"39362"
"33886",1066,1,"39362"
"33887",1001,1,"39362"
"33888",1041,1,"39362"
"33889",1034,1,"39362"
"33890",1072,1,"39362"
"33892",1038,1,"39381"
"33893",1070,1,"39381"
"33894",1026,1,"39381"
"33895",1061,1,"39381"
"33896",1032,1,"39381"
"33897",1041,1,"39381"
"33898",1004,1,"39381"
"33900",1212,1,"39387"
"33901",1133,1,"39387"
"33902",1114,1,"39387"
"33903",1024,1,"39387"
"33904",1018,1,"39387"
"33905",1004,1,"39387"
"33906",1067,1,"39387"
"33907",1008,1,"39387"
"33908",1136,1,"39387"
"33909",1030,1,"39387"
"33910",1162,1,"39387"
"33911",1009,1,"39387"
"33912",1150,1,"39387"
"33913",1001,1,"39387"
"33915",1008,1,"39393"
"33916",1084,1,"39393"
"33917",1037,1,"39393"
"33918",1009,1,"39393"
"33919",1038,1,"39393"
"33920",1026,1,"39393"
"33921",1004,1,"39393"
"33922",1034,1,"39393"
"33924",1008,1,"39398"
"33925",1046,1,"39398"
"33926",1009,1,"39398"
"33927",1001,1,"39398"
"33928",1003,1,"39398"
"33929",1034,1,"39398"
"33931",1008,1,"39401"
"33932",1025,1,"39401"
"33933",1038,1,"39401"
"33934",1056,1,"39401"
"33935",1026,1,"39401"
"33936",1032,1,"39401"
"33937",1034,1,"39401"
"33938",1004,1,"39401"
"33940",1008,1,"39424"
"33941",1026,1,"39424"
"33942",1052,1,"39424"
"33943",1060,1,"39424"
"33944",1018,1,"39424"
"33945",1004,1,"39424"
"33947",1009,1,"39429"
"33948",1040,1,"39429"
"33949",1088,1,"39429"
"33950",1034,1,"39429"
"33951",1017,1,"39429"
"33952",1004,1,"39429"
"33953",1014,1,"39429"
"33954",1000,1,"39429"
"33955",1113,1,"39429"
"33956",1135,1,"39429"
"33957",1030,1,"39429"
"33958",1037,1,"39429"
"33959",1089,1,"39429"
"33960",1026,1,"39429"
"33961",1041,1,"39429"
"33962",1001,1,"39429"
"33964",1010,1,"39430"
"33965",1008,1,"39430"
"33966",1038,1,"39430"
"33967",1026,1,"39430"
"33968",1041,1,"39430"
"33969",1034,1,"39430"
"33970",1004,1,"39430"
"33971",1018,1,"39430"
"33972",1075,1,"39430"
"33974",1020,1,"39458"
"33975",1018,1,"39458"
"33976",1004,1,"39458"
"33977",1008,1,"39458"
"33978",1035,1,"39458"
"33979",1009,1,"39458"
"33980",1121,1,"39458"
"33981",1001,1,"39458"
"33982",1003,1,"39458"
"33984",1025,1,"39469"
"33985",1121,1,"39469"
"33986",1026,1,"39469"
"33987",1040,1,"39469"
"33988",1063,1,"39469"
"33989",1034,1,"39469"
"33991",1025,1,"39472"
"33992",1058,1,"39472"
"33993",1004,1,"39472"
"33994",1000,1,"39472"
"33995",1038,1,"39472"
"33996",1026,1,"39472"
"33997",1041,1,"39472"
"33998",1032,1,"39472"
"33999",1034,1,"39472"
"34001",1179,1,"39484"
"34002",1004,1,"39484"
"34003",1008,1,"39484"
"34004",1027,1,"39484"
"34005",1009,1,"39484"
"34006",1041,1,"39484"
"34007",1032,1,"39484"
"34008",1097,1,"39484"
"34010",1008,1,"39490"
"34011",1022,1,"39490"
"34012",1009,1,"39490"
"34013",1017,1,"39490"
"34014",1032,1,"39490"
"34015",1057,1,"39490"
"34016",1074,1,"39490"
"34018",1008,1,"39491"
"34019",1027,1,"39491"
"34020",1009,1,"39491"
"34021",1026,1,"39491"
"34022",1007,1,"39491"
"34023",1041,1,"39491"
"34024",1034,1,"39491"
"34026",1008,1,"39498"
"34027",1076,1,"39498"
"34028",1001,1,"39498"
"34029",1003,1,"39498"
"34030",1034,1,"39498"
"34031",1004,1,"39498"
"34033",1008,1,"39502"
"34034",1036,1,"39502"
"34035",1016,1,"39502"
"34036",1040,1,"39502"
"34037",1061,1,"39502"
"34038",1034,1,"39502"
"34039",1043,1,"39502"
"34041",1064,1,"39512"
"34042",1185,1,"39512"
"34043",1017,1,"39512"
"34044",1168,1,"39512"
"34045",1018,1,"39512"
"34046",1004,1,"39512"
"34047",1021,1,"39512"
"34048",1010,1,"39512"
"34049",1026,1,"39512"
"34050",1042,1,"39512"
"34052",1008,1,"39542"
"34053",1035,1,"39542"
"34054",1009,1,"39542"
"34055",1003,1,"39542"
"34056",1001,1,"39542"
"34057",1004,1,"39542"
"34059",1130,1,"39543"
"34060",1164,1,"39543"
"34061",1017,1,"39543"
"34062",1001,1,"39543"
"34063",1003,1,"39543"
"34064",1134,1,"39543"
"34065",1078,1,"39543"
"34066",1004,1,"39543"
"34068",1025,1,"39544"
"34069",1070,1,"39544"
"34070",1004,1,"39544"
"34071",1014,1,"39544"
"34072",1036,1,"39544"
"34073",1008,1,"39544"
"34074",1037,1,"39544"
"34075",1009,1,"39544"
"34076",1038,1,"39544"
"34077",1040,1,"39544"
"34078",1026,1,"39544"
"34079",1034,1,"39544"
"34081",1035,1,"39570"
"34082",1020,1,"39570"
"34083",1009,1,"39570"
"34084",1001,1,"39570"
"34085",1018,1,"39570"
"34086",1004,1,"39570"
"34088",1113,1,"39580"
"34089",1008,1,"39580"
"34090",1038,1,"39580"
"34091",1026,1,"39580"
"34092",1017,1,"39580"
"34093",1040,1,"39580"
"34094",1067,1,"39580"
"34095",1021,1,"39580"
"34097",1008,1,"39588"
"34098",1035,1,"39588"
"34099",1009,1,"39588"
"34100",1017,1,"39588"
"34101",1018,1,"39588"
"34102",1169,1,"39588"
"34103",1154,1,"39588"
"34105",1035,1,"39604"
"34106",1295,1,"39604"
"34107",1058,1,"39604"
"34108",1001,1,"39604"
"34109",1003,1,"39604"
"34110",1018,1,"39604"
"34112",1082,1,"39627"
"34113",1017,1,"39627"
"34114",1008,1,"39627"
"34115",1036,1,"39627"
"34116",1295,1,"39627"
"34117",1031,1,"39627"
"34118",1040,1,"39627"
"34119",1053,1,"39627"
"34121",1017,1,"39628"
"34122",1004,1,"39628"
"34123",1074,1,"39628"
"34124",1008,1,"39628"
"34125",1035,1,"39628"
"34126",1037,1,"39628"
"34127",1009,1,"39628"
"34128",1003,1,"39628"
"34129",1034,1,"39628"
"34131",1065,1,"39636"
"34132",1020,1,"39636"
"34133",1123,1,"39636"
"34134",1069,1,"39636"
"34135",1070,1,"39636"
"34136",1007,1,"39636"
"34137",1024,1,"39636"
"34138",1067,1,"39636"
"34139",1008,1,"39636"
"34140",1038,1,"39636"
"34141",1026,1,"39636"
"34142",1032,1,"39636"
"34143",1053,1,"39636"
"34144",1034,1,"39636"
"34146",1035,1,"39645"
"34147",1037,1,"39645"
"34148",1009,1,"39645"
"34149",1295,1,"39645"
"34150",1017,1,"39645"
"34151",1003,1,"39645"
"34152",1018,1,"39645"
"34154",1112,1,"39649"
"34155",1218,1,"39649"
"34156",1017,1,"39649"
"34157",1003,1,"39649"
"34158",1001,1,"39649"
"34159",1156,1,"39649"
"34160",1034,1,"39649"
"34162",1020,1,"39659"
"34163",1058,1,"39659"
"34164",1017,1,"39659"
"34165",1031,1,"39659"
"34166",1001,1,"39659"
"34167",1004,1,"39659"
"34168",1021,1,"39659"
"34170",1017,1,"39662"
"34171",1004,1,"39662"
"34172",1057,1,"39662"
"34173",1008,1,"39662"
"34174",1030,1,"39662"
"34175",1052,1,"39662"
"34176",1060,1,"39662"
"34177",1031,1,"39662"
"34179",1017,1,"39670"
"34180",1024,1,"39670"
"34181",1018,1,"39670"
"34182",1067,1,"39670"
"34183",1113,1,"39670"
"34184",1008,1,"39670"
"34185",1150,1,"39670"
"34186",1052,1,"39670"
"34187",1040,1,"39670"
"34188",1034,1,"39670"
"34190",1008,1,"39678"
"34191",1016,1,"39678"
"34192",1027,1,"39678"
"34193",1056,1,"39678"
"34194",1026,1,"39678"
"34195",1017,1,"39678"
"34196",1003,1,"39678"
"34197",1032,1,"39678"
"34199",1008,1,"39688"
"34200",1081,1,"39688"
"34201",1062,1,"39688"
"34202",1082,1,"39688"
"34203",1020,1,"39688"
"34204",1017,1,"39688"
"34205",1004,1,"39688"
"34207",1183,1,"39701"
"34208",1018,1,"39701"
"34209",1008,1,"39701"
"34210",1035,1,"39701"
"34211",1030,1,"39701"
"34212",1027,1,"39701"
"34213",1009,1,"39701"
"34214",1026,1,"39701"
"34215",1034,1,"39701"
"34217",1017,1,"39702"
"34218",1004,1,"39702"
"34219",1018,1,"39702"
"34220",1019,1,"39702"
"34221",1035,1,"39702"
"34222",1008,1,"39702"
"34223",1037,1,"39702"
"34224",1009,1,"39702"
"34225",1040,1,"39702"
"34226",1003,1,"39702"
"34227",1001,1,"39702"
"34228",1002,1,"39702"
"34230",1017,1,"39707"
"34231",1004,1,"39707"
"34232",1018,1,"39707"
"34233",1035,1,"39707"
"34234",1036,1,"39707"
"34235",1037,1,"39707"
"34236",1009,1,"39707"
"34237",1040,1,"39707"
"34238",1003,1,"39707"
"34239",1001,1,"39707"
"34240",1002,1,"39707"
"34242",1008,1,"39712"
"34243",1031,1,"39712"
"34244",1017,1,"39712"
"34245",1004,1,"39712"
"34246",1034,1,"39712"
"34247",1057,1,"39712"
"34248",1019,1,"39712"
"34250",1008,1,"39713"
"34251",1065,1,"39713"
"34252",1038,1,"39713"
"34253",1026,1,"39713"
"34254",1053,1,"39713"
"34255",1034,1,"39713"
"34257",1064,1,"39720"
"34258",1005,1,"39720"
"34259",1026,1,"39720"
"34260",1003,1,"39720"
"34261",1018,1,"39720"
"34262",1021,1,"39720"
"34264",1025,1,"39757"
"34265",1026,1,"39757"
"34266",1017,1,"39757"
"34267",1031,1,"39757"
"34268",1042,1,"39757"
"34269",1034,1,"39757"
"34270",1004,1,"39757"
"34271",1018,1,"39757"
"34273",1015,1,"39758"
"34274",1016,1,"39758"
"34275",1017,1,"39758"
"34276",1014,1,"39758"
"34277",1004,1,"39758"
"34278",1000,1,"39758"
"34279",1112,1,"39758"
"34280",1077,1,"39758"
"34281",1093,1,"39758"
"34282",1089,1,"39758"
"34283",1011,1,"39758"
"34284",1040,1,"39758"
"34285",1001,1,"39758"
"34286",1184,1,"39758"
"34288",1118,1,"39759"
"34289",1081,1,"39759"
"34290",1082,1,"39759"
"34291",1062,1,"39759"
"34292",1049,1,"39759"
"34293",1017,1,"39759"
"34294",1004,1,"39759"
"34295",1018,1,"39759"
"34296",1008,1,"39759"
"34297",1036,1,"39759"
"34298",1040,1,"39759"
"34299",1001,1,"39759"
"34300",1003,1,"39759"
"34301",1083,1,"39759"
"34303",1017,1,"39763"
"34304",1004,1,"39763"
"34305",1008,1,"39763"
"34306",1031,1,"39763"
"34307",1052,1,"39763"
"34308",1001,1,"39763"
"34309",1003,1,"39763"
"34310",1002,1,"39763"
"34312",1027,1,"39777"
"34313",1076,1,"39777"
"34314",1003,1,"39777"
"34315",1041,1,"39777"
"34316",1001,1,"39777"
"34317",1067,1,"39777"
"34318",1078,1,"39777"
"34319",1018,1,"39777"
"34321",1010,1,"39779"
"34322",1030,1,"39779"
"34323",1017,1,"39779"
"34324",1024,1,"39779"
"34325",1034,1,"39779"
"34326",1074,1,"39779"
"34328",1188,1,"39782"
"34329",1009,1,"39782"
"34330",1026,1,"39782"
"34331",1040,1,"39782"
"34332",1017,1,"39782"
"34333",1034,1,"39782"
"34334",1074,1,"39782"
"34336",1008,1,"39788"
"34337",1020,1,"39788"
"34338",1125,1,"39788"
"34339",1038,1,"39788"
"34340",1041,1,"39788"
"34341",1032,1,"39788"
"34342",1004,1,"39788"
"34343",1021,1,"39788"
"34345",1158,1,"39793"
"34346",1064,1,"39793"
"34347",1038,1,"39793"
"34348",1026,1,"39793"
"34349",1070,1,"39793"
"34350",1041,1,"39793"
"34351",1063,1,"39793"
"34352",1034,1,"39793"
"34353",1018,1,"39793"
"34355",1130,1,"39794"
"34356",1017,1,"39794"
